,State,Year,Prod. Renewable (Bil. Btu),Pop. (1000s),Energy Pr. ($/mil. btu),Difference
642,New Hampshire,1982,33759.0,948.0,10.7,-167577.0
693,New Hampshire,1983,38209.0,958.0,10.5,-166324.0
744,New Hampshire,1984,35004.0,977.0,10.1,-189285.0
795,New Hampshire,1985,33807.0,997.0,10.3,-199668.0
846,New Hampshire,1986,38742.0,1025.0,8.6,-213567.0
897,New Hampshire,1987,34985.0,1054.0,8.7,-238276.0
948,New Hampshire,1988,36549.0,1083.0,9.2,-236992.0
999,New Hampshire,1989,40566.0,1105.0,9.9,-232209.0
1050,New Hampshire,1990,46824.0,1112.0,10.8,-220592.0
1101,New Hampshire,1991,40894.0,1110.0,10.8,-211309.0
1152,New Hampshire,1992,42211.0,1118.0,10.8,-219336.0
1203,New Hampshire,1993,42448.0,1129.0,11.1,-218860.0
1254,New Hampshire,1994,40356.0,1143.0,11.5,-224049.0
1305,New Hampshire,1995,39480.0,1158.0,11.8,-227737.0
1356,New Hampshire,1996,47633.0,1175.0,11.9,-232016.0
1407,New Hampshire,1997,42282.0,1189.0,12.1,-236866.0
1458,New Hampshire,1998,40585.0,1206.0,11.5,-241433.0
1509,New Hampshire,1999,38906.0,1222.0,11.9,-253056.0
1560,New Hampshire,2000,38620.0,1240.0,13.7,-270698.0
1611,New Hampshire,2001,30186.0,1256.0,13.6,-275970.0
1662,New Hampshire,2002,28896.0,1269.0,12.8,-287136.0
1713,New Hampshire,2003,29849.0,1280.0,14.2,-295375.0
1764,New Hampshire,2004,34923.0,1290.0,15.6,-296859.0
1815,New Hampshire,2005,41289.0,1298.0,18.5,-283644.0
1866,New Hampshire,2006,33103.0,1308.0,21.8,-273080.0
1917,New Hampshire,2007,34804.0,1313.0,23.2,-274234.0
1968,New Hampshire,2008,39884.0,1316.0,26.7,-261559.0
2019,New Hampshire,2009,45367.0,1316.0,22.1,-252602.0
2070,New Hampshire,2010,45146.0,1317.0,24.2,-252061.0
2121,New Hampshire,2011,46133.0,1320.0,27.8,-249237.0
2172,New Hampshire,2012,44473.0,1324.0,28.4,-240766.0
2223,New Hampshire,2013,52696.0,1326.0,27.7,-252584.0
2274,New Hampshire,2014,55352.0,1333.0,27.9,-256666.0
2325,New Hampshire,2015,61080.0,1336.0,22.6,-253818.0
2376,New Hampshire,2016,55963.0,1342.0,21.0,-249941.0
2427,New Hampshire,2017,59271.0,1350.0,22.3,-258224.0
2838,New Hampshire,2018,50995.2,1441.1,25.1,-283576.7
2839,New Hampshire,2019,51481.9,1454.6,25.6,-285953.2
2840,New Hampshire,2020,51968.6,1468.1,26.1,-288329.7
2841,New Hampshire,2021,52455.2,1481.6,26.6,-290706.2
2842,New Hampshire,2022,52941.9,1495.0,27.1,-293082.7
2843,New Hampshire,2023,53428.6,1508.5,27.6,-295459.2
2844,New Hampshire,2024,53915.3,1522.0,28.1,-297835.7
2845,New Hampshire,2025,54402.0,1535.5,28.6,-300212.1
2846,New Hampshire,2026,54888.7,1549.0,29.0,-302588.6
2847,New Hampshire,2027,55375.3,1562.5,29.5,-304965.1
2848,New Hampshire,2028,55862.0,1576.0,30.0,-307341.6
2849,New Hampshire,2029,56348.7,1589.5,30.5,-309718.1
2850,New Hampshire,2030,56835.4,1603.0,31.0,-312094.6
31,New Jersey,1970,25906.0,7193.0,2.0,-1952033.0
82,New Jersey,1971,26621.0,7281.0,2.2,-1944196.0
133,New Jersey,1972,29554.0,7335.0,2.3,-2050444.0
184,New Jersey,1973,30289.0,7333.0,2.5,-2091758.0
235,New Jersey,1974,33097.0,7332.0,3.9,-1948485.0
286,New Jersey,1975,30950.0,7338.0,4.3,-1852829.0
337,New Jersey,1976,35091.0,7340.0,4.4,-2035487.0
388,New Jersey,1977,38510.0,7337.0,5.0,-1967098.0
439,New Jersey,1978,41662.0,7351.0,5.2,-1978713.0
490,New Jersey,1979,43101.0,7367.0,6.4,-1989549.0
541,New Jersey,1980,48383.0,7376.0,8.4,-1993843.0
592,New Jersey,1981,54409.0,7407.0,9.7,-1971728.0
643,New Jersey,1982,49211.0,7431.0,9.7,-2015780.0
694,New Jersey,1983,60308.0,7468.0,9.4,-2027263.0
745,New Jersey,1984,48816.0,7515.0,9.3,-2136126.0
796,New Jersey,1985,49683.0,7566.0,9.6,-2087696.0
847,New Jersey,1986,41534.0,7622.0,8.3,-2159344.0
898,New Jersey,1987,38592.0,7671.0,8.0,-2237424.0
949,New Jersey,1988,41856.0,7712.0,8.2,-2252104.0
1000,New Jersey,1989,34878.0,7726.0,8.7,-2319909.0
1051,New Jersey,1990,26140.0,7763.0,9.4,-2219342.0
1102,New Jersey,1991,35990.0,7815.0,9.3,-2238408.0
1153,New Jersey,1992,38620.0,7881.0,8.9,-2318438.0
1204,New Jersey,1993,37006.0,7949.0,9.0,-2328701.0
1255,New Jersey,1994,41458.0,8014.0,9.1,-2439020.0
1306,New Jersey,1995,43246.0,8083.0,9.2,-2432968.0
1357,New Jersey,1996,41258.0,8150.0,9.9,-2438212.0
1408,New Jersey,1997,39319.0,8219.0,9.8,-2460368.0
1459,New Jersey,1998,38853.0,8287.0,8.9,-2410764.0
1510,New Jersey,1999,39895.0,8360.0,9.2,-2521340.0
1561,New Jersey,2000,40323.0,8431.0,11.1,-2431595.0
1612,New Jersey,2001,29060.0,8493.0,11.1,-2418448.0
1663,New Jersey,2002,28701.0,8553.0,10.6,-2450866.0
1714,New Jersey,2003,26718.0,8601.0,12.2,-2482213.0
1765,New Jersey,2004,27098.0,8635.0,14.3,-2526970.0
1816,New Jersey,2005,19644.0,8652.0,16.3,-2632802.0
1867,New Jersey,2006,21755.0,8662.0,19.0,-2511680.0
1918,New Jersey,2007,20419.0,8678.0,19.7,-2645978.0
1969,New Jersey,2008,23182.0,8711.0,23.6,-2571159.0
2020,New Jersey,2009,33864.0,8756.0,19.1,-2338790.0
2071,New Jersey,2010,37292.0,8800.0,21.3,-2374466.0
2122,New Jersey,2011,38875.0,8828.0,24.2,-2386374.0
2173,New Jersey,2012,43627.0,8845.0,24.3,-2205794.0
2224,New Jersey,2013,49545.0,8858.0,23.7,-2267733.0
2275,New Jersey,2014,54088.0,8867.0,22.9,-2297436.0
2326,New Jersey,2015,44010.0,8871.0,18.5,-2251137.0
2377,New Jersey,2016,45313.0,8875.0,17.2,-2166186.0
2428,New Jersey,2017,47987.0,8889.0,19.0,-2086891.0
2851,New Jersey,2018,40234.6,9065.2,21.2,-2497766.7
2852,New Jersey,2019,40291.4,9107.2,21.6,-2508364.8
2853,New Jersey,2020,40348.3,9149.1,22.0,-2518963.0
2854,New Jersey,2021,40405.2,9191.0,22.4,-2529561.1
2855,New Jersey,2022,40462.1,9232.9,22.8,-2540159.2
2856,New Jersey,2023,40518.9,9274.8,23.2,-2550757.4
2857,New Jersey,2024,40575.8,9316.7,23.6,-2561355.5
2858,New Jersey,2025,40632.7,9358.6,24.0,-2571953.6
2859,New Jersey,2026,40689.5,9400.5,24.4,-2582551.8
2860,New Jersey,2027,40746.4,9442.4,24.8,-2593149.9
2861,New Jersey,2028,40803.3,9484.3,25.2,-2603748.0
2862,New Jersey,2029,40860.2,9526.3,25.6,-2614346.2
2863,New Jersey,2030,40917.0,9568.2,26.0,-2624944.3
32,New Mexico,1970,5548.0,1023.0,1.5,-453146.0
83,New Mexico,1971,4965.0,1054.0,1.5,-464546.0
134,New Mexico,1972,4746.0,1079.0,1.6,-496990.0
185,New Mexico,1973,4896.0,1106.0,1.9,-472888.0
236,New Mexico,1974,4919.0,1131.0,2.5,-471569.0
287,New Mexico,1975,6002.0,1160.0,2.9,-453394.0
338,New Mexico,1976,6781.0,1189.0,3.0,-502079.0
389,New Mexico,1977,7328.0,1216.0,3.8,-465978.0
440,New Mexico,1978,7989.0,1238.0,4.2,-467184.0
491,New Mexico,1979,9922.0,1285.0,5.5,-470690.0
542,New Mexico,1980,6223.0,1309.0,7.1,-474392.0
593,New Mexico,1981,7850.0,1333.0,8.5,-464891.0
644,New Mexico,1982,8425.0,1364.0,9.0,-456801.0
695,New Mexico,1983,9739.0,1394.0,8.3,-463005.0
746,New Mexico,1984,10332.0,1417.0,8.6,-464316.0
797,New Mexico,1985,10998.0,1438.0,9.3,-455446.0
848,New Mexico,1986,11713.0,1463.0,8.2,-443168.0
899,New Mexico,1987,8882.0,1479.0,8.2,-476622.0
950,New Mexico,1988,8485.0,1490.0,8.0,-501878.0
1001,New Mexico,1989,9275.0,1504.0,8.6,-525734.0
1052,New Mexico,1990,8336.0,1522.0,9.4,-587427.0
1103,New Mexico,1991,9139.0,1555.0,8.9,-578911.0
1154,New Mexico,1992,9255.0,1595.0,8.8,-576325.0
1205,New Mexico,1993,9667.0,1636.0,9.2,-591044.0
1256,New Mexico,1994,8601.0,1682.0,9.4,-579907.0
1307,New Mexico,1995,9073.0,1720.0,9.1,-570921.0
1358,New Mexico,1996,7587.0,1752.0,9.7,-595024.0
1409,New Mexico,1997,9025.0,1775.0,9.8,-632612.0
1460,New Mexico,1998,8466.0,1793.0,9.1,-624763.0
1511,New Mexico,1999,8965.0,1808.0,9.2,-627602.0
1562,New Mexico,2000,9203.0,1821.0,11.0,-650888.0
1613,New Mexico,2001,8027.0,1832.0,11.4,-650790.0
1664,New Mexico,2002,8690.0,1855.0,10.6,-647656.0
1715,New Mexico,2003,9554.0,1878.0,11.9,-648147.0
1766,New Mexico,2004,12326.0,1904.0,13.6,-669157.0
1817,New Mexico,2005,24068.0,1932.0,16.5,-656079.0
1868,New Mexico,2006,29371.0,1962.0,18.4,-657603.0
1919,New Mexico,2007,32736.0,1990.0,19.2,-682623.0
1970,New Mexico,2008,35347.0,2011.0,22.6,-642022.0
2021,New Mexico,2009,30999.0,2037.0,17.9,-613507.0
2072,New Mexico,2010,34549.0,2065.0,20.1,-617517.0
2123,New Mexico,2011,37067.0,2080.0,23.8,-633346.0
2174,New Mexico,2012,38061.0,2088.0,24.2,-629236.0
2225,New Mexico,2013,39658.0,2093.0,23.6,-631004.0
2276,New Mexico,2014,41845.0,2090.0,23.7,-638576.0
2327,New Mexico,2015,38810.0,2090.0,18.7,-641281.0
2378,New Mexico,2016,54886.0,2093.0,16.9,-617454.0
2429,New Mexico,2017,67517.0,2093.0,18.9,-615925.0
2864,New Mexico,2018,37985.2,2229.4,21.3,-682690.9
2865,New Mexico,2019,38851.8,2253.7,21.7,-687798.5
2866,New Mexico,2020,39718.5,2278.0,22.1,-692906.1
2867,New Mexico,2021,40585.1,2302.4,22.5,-698013.8
2868,New Mexico,2022,41451.8,2326.7,23.0,-703121.4
2869,New Mexico,2023,42318.4,2351.0,23.4,-708229.0
2870,New Mexico,2024,43185.1,2375.3,23.8,-713336.6
2871,New Mexico,2025,44051.7,2399.6,24.2,-718444.3
2872,New Mexico,2026,44918.4,2424.0,24.6,-723551.9
2873,New Mexico,2027,45785.0,2448.3,25.1,-728659.5
2874,New Mexico,2028,46651.7,2472.6,25.5,-733767.2
2875,New Mexico,2029,47518.3,2496.9,25.9,-738874.8
2876,New Mexico,2030,48385.0,2521.2,26.3,-743982.4
34,New York,1970,325491.0,18268.0,1.8,-3977948.0
85,New York,1971,326609.0,18358.0,2.0,-3924654.0
136,New York,1972,347985.0,18339.0,2.2,-3921862.0
187,New York,1973,364685.0,18177.0,2.4,-4054395.0
238,New York,1974,362988.0,18050.0,3.6,-3765085.0
289,New York,1975,354900.0,18003.0,4.1,-3570349.0
340,New York,1976,368500.0,17941.0,4.2,-3856494.0
391,New York,1977,342161.0,17813.0,4.7,-3853059.0
442,New York,1978,354864.0,17681.0,4.9,-3840978.0
493,New York,1979,368358.0,17584.0,6.2,-3604442.0
544,New York,1980,404671.0,17567.0,8.0,-3458603.0
595,New York,1981,413896.0,17568.0,9.8,-3259849.0
646,New York,1982,397442.0,17590.0,10.1,-3132216.0
697,New York,1983,435889.0,17687.0,10.7,-2918032.0
748,New York,1984,409565.0,17746.0,10.3,-2994385.0
799,New York,1985,415540.0,17792.0,10.2,-3092988.0
850,New York,1986,429134.0,17833.0,9.0,-3125528.0
901,New York,1987,400041.0,17869.0,8.9,-3258467.0
952,New York,1988,365628.0,17941.0,8.9,-3383202.0
1003,New York,1989,379021.0,17983.0,9.6,-3392076.0
1054,New York,1990,390950.0,18021.0,10.5,-3344470.0
1105,New York,1991,379052.0,18123.0,10.8,-3293092.0
1156,New York,1992,395108.0,18247.0,10.7,-3360328.0
1207,New York,1993,421298.0,18375.0,11.0,-3358701.0
1258,New York,1994,409236.0,18459.0,11.2,-3306410.0
1309,New York,1995,391266.0,18524.0,11.2,-3371990.0
1360,New York,1996,439291.0,18588.0,11.5,-3475469.0
1411,New York,1997,491158.0,18657.0,11.5,-3494116.0
1462,New York,1998,458812.0,18756.0,10.7,-3451987.0
1513,New York,1999,419145.0,18883.0,10.9,-3611260.0
1564,New York,2000,429207.0,19002.0,13.2,-3679994.0
1615,New York,2001,350749.0,19083.0,13.7,-3641908.0
1666,New York,2002,363961.0,19138.0,12.7,-3637914.0
1717,New York,2003,357373.0,19176.0,14.4,-3778614.0
1768,New York,2004,358879.0,19172.0,15.7,-3876322.0
1819,New York,2005,365542.0,19133.0,19.0,-3762287.0
1870,New York,2006,378627.0,19105.0,21.1,-3450769.0
1921,New York,2007,363738.0,19132.0,22.0,-3591697.0
1972,New York,2008,399128.0,19212.0,25.3,-3473969.0
2023,New York,2009,369894.0,19307.0,20.7,-3328636.0
2074,New York,2010,366880.0,19400.0,23.1,-3361704.0
2125,New York,2011,404215.0,19499.0,25.4,-3211101.0
2176,New York,2012,364204.0,19575.0,25.5,-3140229.0
2227,New York,2013,382017.0,19628.0,24.8,-3244900.0
2278,New York,2014,401200.0,19656.0,24.6,-3351315.0
2329,New York,2015,412364.0,19661.0,20.1,-3338170.0
2380,New York,2016,414741.0,19642.0,18.4,-3270803.0
2431,New York,2017,450661.0,19591.0,19.8,-3233476.0
2890,New York,2018,414190.8,19632.7,23.4,-3299921.6
2891,New York,2019,415054.2,19677.4,23.8,-3293032.7
2892,New York,2020,415917.6,19722.1,24.3,-3286143.8
2893,New York,2021,416781.0,19766.8,24.7,-3279255.0
2894,New York,2022,417644.4,19811.5,25.2,-3272366.1
2895,New York,2023,418507.8,19856.2,25.6,-3265477.2
2896,New York,2024,419371.2,19900.9,26.1,-3258588.4
2897,New York,2025,420234.6,19945.5,26.5,-3251699.5
2898,New York,2026,421098.0,19990.2,27.0,-3244810.6
2899,New York,2027,421961.4,20034.9,27.4,-3237921.8
2900,New York,2028,422824.8,20079.6,27.9,-3231032.9
2901,New York,2029,423688.2,20124.3,28.3,-3224144.0
2902,New York,2030,424551.6,20169.0,28.8,-3217255.2
27,North Carolina,1970,111796.0,5098.0,2.0,-1230880.0
78,North Carolina,1971,128148.0,5204.0,2.1,-1275770.0
129,North Carolina,1972,135756.0,5301.0,2.2,-1344513.0
180,North Carolina,1973,142789.0,5390.0,2.5,-1408307.0
231,North Carolina,1974,139607.0,5471.0,3.5,-1362240.0
282,North Carolina,1975,139828.0,5547.0,4.1,-1318954.0
333,North Carolina,1976,136973.0,5608.0,4.4,-1421530.0
384,North Carolina,1977,146565.0,5686.0,4.8,-1487301.0
435,North Carolina,1978,159172.0,5759.0,5.1,-1506192.0
486,North Carolina,1979,191639.0,5823.0,6.0,-1538882.0
537,North Carolina,1980,135910.0,5899.0,7.9,-1531472.0
588,North Carolina,1981,108155.0,5957.0,9.2,-1521361.0
639,North Carolina,1982,143303.0,6019.0,9.6,-1448770.0
690,North Carolina,1983,149635.0,6077.0,9.1,-1519360.0
741,North Carolina,1984,159880.0,6164.0,9.2,-1640345.0
792,North Carolina,1985,136770.0,6254.0,9.3,-1660281.0
843,North Carolina,1986,114112.0,6322.0,8.3,-1765881.0
894,North Carolina,1987,134887.0,6404.0,8.6,-1831382.0
945,North Carolina,1988,115314.0,6481.0,8.4,-1929332.0
996,North Carolina,1989,167662.0,6565.0,8.9,-1896875.0
1047,North Carolina,1990,168721.0,6664.0,9.7,-1886526.0
1098,North Carolina,1991,137282.0,6784.0,9.8,-1897685.0
1149,North Carolina,1992,159698.0,6897.0,9.5,-1969902.0
1200,North Carolina,1993,157307.0,7043.0,9.6,-2058546.0
1251,North Carolina,1994,186807.0,7187.0,9.6,-2056607.0
1302,North Carolina,1995,168712.0,7345.0,9.5,-2187744.0
1353,North Carolina,1996,171371.0,7501.0,9.9,-2271534.0
1404,North Carolina,1997,164819.0,7657.0,10.0,-2255340.0
1455,North Carolina,1998,159627.0,7809.0,9.5,-2304266.0
1506,North Carolina,1999,139731.0,7949.0,9.8,-2333457.0
1557,North Carolina,2000,136234.0,8082.0,11.5,-2451558.0
1608,North Carolina,2001,127348.0,8210.0,11.7,-2406970.0
1659,North Carolina,2002,125225.0,8326.0,11.4,-2431631.0
1710,North Carolina,2003,181552.0,8423.0,12.3,-2394879.0
1761,North Carolina,2004,139795.0,8553.0,13.9,-2510404.0
1812,North Carolina,2005,145275.0,8705.0,16.5,-2532447.0
1863,North Carolina,2006,136626.0,8917.0,18.2,-2485414.0
1914,North Carolina,2007,112691.0,9118.0,19.4,-2573402.0
1965,North Carolina,2008,142703.0,9309.0,22.1,-2555934.0
2016,North Carolina,2009,148501.0,9450.0,18.5,-2408365.0
2067,North Carolina,2010,157297.0,9574.0,20.3,-2538040.0
2118,North Carolina,2011,155603.0,9657.0,23.3,-2414139.0
2169,North Carolina,2012,152791.0,9749.0,23.8,-2335501.0
2220,North Carolina,2013,191664.0,9844.0,23.4,-2346083.0
2271,North Carolina,2014,173371.0,9934.0,23.1,-2397175.0
2322,North Carolina,2015,169752.0,10033.0,19.2,-2365268.0
2373,North Carolina,2016,199156.0,10157.0,17.9,-2348659.0
2424,North Carolina,2017,217876.0,10271.0,19.0,-2285236.0
2799,North Carolina,2018,179092.7,10188.3,21.2,-2698975.8
2800,North Carolina,2019,180064.3,10301.8,21.6,-2728170.7
2801,North Carolina,2020,181035.9,10415.3,22.0,-2757365.6
2802,North Carolina,2021,182007.4,10528.8,22.4,-2786560.5
2803,North Carolina,2022,182979.0,10642.3,22.8,-2815755.4
2804,North Carolina,2023,183950.6,10755.8,23.2,-2844950.3
2805,North Carolina,2024,184922.2,10869.3,23.6,-2874145.2
2806,North Carolina,2025,185893.8,10982.8,24.0,-2903340.1
2807,North Carolina,2026,186865.4,11096.2,24.4,-2932535.0
2808,North Carolina,2027,187837.0,11209.7,24.9,-2961729.9
2809,North Carolina,2028,188808.6,11323.2,25.3,-2990924.8
2810,North Carolina,2029,189780.1,11436.7,25.7,-3020119.7
2811,North Carolina,2030,190751.7,11550.2,26.1,-3049314.6
28,North Dakota,1970,29922.0,620.0,2.0,-161195.0
79,North Dakota,1971,34285.0,627.0,2.1,-161017.0
130,North Dakota,1972,32507.0,631.0,2.0,-171235.0
181,North Dakota,1973,25135.0,633.0,2.4,-177062.0
232,North Dakota,1974,28922.0,635.0,3.1,-175436.0
283,North Dakota,1975,35262.0,639.0,3.5,-171253.0
334,North Dakota,1976,34411.0,646.0,3.9,-176031.0
385,North Dakota,1977,21338.0,650.0,4.2,-189021.0
436,North Dakota,1978,31963.0,651.0,4.4,-198049.0
487,North Dakota,1979,28886.0,653.0,5.5,-209103.0
538,North Dakota,1980,28555.0,654.0,7.3,-193818.0
589,North Dakota,1981,26037.0,660.0,8.5,-210124.0
640,North Dakota,1982,30380.0,669.0,8.3,-204302.0
691,North Dakota,1983,29454.0,677.0,8.2,-201023.0
742,North Dakota,1984,30082.0,680.0,7.5,-229475.0
793,North Dakota,1985,28393.0,677.0,6.2,-272045.0
844,North Dakota,1986,30017.0,670.0,5.1,-273883.0
895,North Dakota,1987,26159.0,661.0,5.1,-276781.0
946,North Dakota,1988,25131.0,655.0,5.2,-281425.0
997,North Dakota,1989,25388.0,646.0,5.3,-293722.0
1048,North Dakota,1990,22169.0,638.0,5.8,-290260.0
1099,North Dakota,1991,23205.0,636.0,5.8,-299105.0
1150,North Dakota,1992,22246.0,638.0,5.5,-306366.0
1201,North Dakota,1993,19321.0,641.0,5.6,-312221.0
1252,North Dakota,1994,24581.0,645.0,5.5,-316727.0
1303,North Dakota,1995,30985.0,648.0,5.5,-318480.0
1354,North Dakota,1996,36360.0,650.0,6.0,-316067.0
1405,North Dakota,1997,38466.0,650.0,5.9,-320366.0
1456,North Dakota,1998,28369.0,648.0,5.4,-318583.0
1507,North Dakota,1999,31608.0,644.0,5.8,-342898.0
1558,North Dakota,2000,27268.0,642.0,7.0,-353330.0
1609,North Dakota,2001,20662.0,639.0,7.3,-385563.0
1660,North Dakota,2002,23405.0,638.0,6.7,-376575.0
1711,North Dakota,2003,26158.0,639.0,7.4,-373318.0
1762,North Dakota,2004,25922.0,645.0,8.8,-377120.0
1813,North Dakota,2005,23400.0,646.0,10.5,-384705.0
1864,North Dakota,2006,26086.0,649.0,11.4,-388347.0
1915,North Dakota,2007,40688.0,653.0,12.8,-396506.0
1966,North Dakota,2008,52893.0,658.0,15.0,-390806.0
2017,North Dakota,2009,82230.0,665.0,11.2,-352776.0
2068,North Dakota,2010,112921.0,675.0,13.2,-363797.0
2119,North Dakota,2011,132923.0,685.0,17.0,-396714.0
2170,North Dakota,2012,126746.0,701.0,17.9,-426911.0
2221,North Dakota,2013,124088.0,722.0,18.2,-470830.0
2272,North Dakota,2014,138189.0,737.0,18.3,-506656.0
2323,North Dakota,2015,143323.0,754.0,13.6,-469053.0
2374,North Dakota,2016,161292.0,754.0,12.3,-425137.0
2425,North Dakota,2017,197466.0,755.0,13.4,-433678.0
2812,North Dakota,2018,104757.1,700.2,14.2,-468738.3
2813,North Dakota,2019,106979.4,701.7,14.5,-475407.1
2814,North Dakota,2020,109201.8,703.3,14.7,-482075.8
2815,North Dakota,2021,111424.1,704.8,15.0,-488744.6
2816,North Dakota,2022,113646.5,706.3,15.2,-495413.3
2817,North Dakota,2023,115868.9,707.9,15.5,-502082.0
2818,North Dakota,2024,118091.2,709.4,15.8,-508750.8
2819,North Dakota,2025,120313.6,710.9,16.0,-515419.5
2820,North Dakota,2026,122536.0,712.5,16.3,-522088.3
2821,North Dakota,2027,124758.3,714.0,16.5,-528757.0
2822,North Dakota,2028,126980.7,715.5,16.8,-535425.8
2823,North Dakota,2029,129203.0,717.1,17.1,-542094.5
2824,North Dakota,2030,131425.4,718.6,17.3,-548763.2
35,Ohio,1970,44149.0,10664.0,1.5,-3888496.0
86,Ohio,1971,43520.0,10735.0,1.6,-3827998.0
137,Ohio,1972,44940.0,10747.0,1.7,-4080765.0
188,Ohio,1973,46607.0,10767.0,1.8,-4171763.0
239,Ohio,1974,48408.0,10766.0,2.6,-4149698.0
290,Ohio,1975,46299.0,10770.0,3.1,-3933603.0
341,Ohio,1976,52843.0,10753.0,3.2,-4156057.0
392,Ohio,1977,58582.0,10771.0,3.7,-4139821.0
443,Ohio,1978,69632.0,10796.0,4.0,-4206139.0
494,Ohio,1979,74657.0,10798.0,4.9,-4187333.0
545,Ohio,1980,107374.0,10801.0,6.2,-3843437.0
596,Ohio,1981,112930.0,10788.0,7.1,-3735400.0
647,Ohio,1982,115117.0,10757.0,7.8,-3392648.0
698,Ohio,1983,131120.0,10738.0,8.2,-3313387.0
749,Ohio,1984,128095.0,10738.0,8.1,-3518206.0
800,Ohio,1985,130618.0,10735.0,8.2,-3491769.0
851,Ohio,1986,117706.0,10730.0,7.4,-3473995.0
902,Ohio,1987,122283.0,10760.0,7.4,-3585900.0
953,Ohio,1988,127664.0,10799.0,7.3,-3716547.0
1004,Ohio,1989,106704.0,10829.0,7.7,-3847032.0
1055,Ohio,1990,74714.0,10864.0,8.3,-3695373.0
1106,Ohio,1991,80207.0,10946.0,8.4,-3686838.0
1157,Ohio,1992,76310.0,11029.0,8.2,-3728667.0
1208,Ohio,1993,53768.0,11101.0,8.6,-3802198.0
1259,Ohio,1994,79948.0,11152.0,8.6,-3890919.0
1310,Ohio,1995,72219.0,11203.0,8.6,-3968076.0
1361,Ohio,1996,78957.0,11243.0,8.9,-4050530.0
1412,Ohio,1997,74189.0,11277.0,9.1,-4037451.0
1463,Ohio,1998,67210.0,11312.0,8.8,-3944419.0
1514,Ohio,1999,74350.0,11335.0,9.0,-4094388.0
1565,Ohio,2000,79331.0,11364.0,10.4,-4123094.0
1616,Ohio,2001,51102.0,11387.0,10.9,-3897805.0
1667,Ohio,2002,38156.0,11408.0,10.4,-3855479.0
1718,Ohio,2003,47969.0,11435.0,11.5,-3912035.0
1769,Ohio,2004,51268.0,11452.0,12.8,-3943266.0
1820,Ohio,2005,54495.0,11463.0,15.4,-3970526.0
1871,Ohio,2006,55366.0,11481.0,17.1,-3814105.0
1922,Ohio,2007,56552.0,11500.0,17.8,-3990729.0
1973,Ohio,2008,106536.0,11515.0,20.4,-3891869.0
2024,Ohio,2009,94868.0,11529.0,17.0,-3571454.0
2075,Ohio,2010,122121.0,11539.0,18.1,-3708826.0
2126,Ohio,2011,130880.0,11543.0,20.5,-3667395.0
2177,Ohio,2012,133121.0,11548.0,20.5,-3525511.0
2228,Ohio,2013,149653.0,11577.0,19.9,-3584849.0
2279,Ohio,2014,158948.0,11603.0,19.8,-3675325.0
2330,Ohio,2015,153704.0,11618.0,16.5,-3592054.0
2381,Ohio,2016,151416.0,11635.0,15.5,-3541584.0
2432,Ohio,2017,153613.0,11664.0,16.7,-3490101.0
2903,Ohio,2018,121349.3,11704.3,19.0,-3685720.2
2904,Ohio,2019,122625.2,11728.0,19.3,-3680487.7
2905,Ohio,2020,123901.2,11751.7,19.7,-3675255.2
2906,Ohio,2021,125177.2,11775.4,20.1,-3670022.7
2907,Ohio,2022,126453.2,11799.1,20.4,-3664790.2
2908,Ohio,2023,127729.2,11822.8,20.8,-3659557.7
2909,Ohio,2024,129005.2,11846.5,21.2,-3654325.3
2910,Ohio,2025,130281.2,11870.2,21.5,-3649092.8
2911,Ohio,2026,131557.1,11893.8,21.9,-3643860.3
2912,Ohio,2027,132833.1,11917.5,22.3,-3638627.8
2913,Ohio,2028,134109.1,11941.2,22.7,-3633395.3
2914,Ohio,2029,135385.1,11964.9,23.0,-3628162.8
2915,Ohio,2030,136661.1,11988.6,23.4,-3622930.4
36,Oklahoma,1970,21730.0,2567.0,1.9,-917496.0
87,Oklahoma,1971,21321.0,2619.0,1.9,-944359.0
138,Oklahoma,1972,26724.0,2659.0,1.9,-992480.0
189,Oklahoma,1973,50756.0,2696.0,2.1,-973396.0
240,Oklahoma,1974,48830.0,2735.0,2.7,-1015212.0
291,Oklahoma,1975,42644.0,2775.0,3.1,-1027447.0
342,Oklahoma,1976,29303.0,2827.0,3.3,-1133463.0
393,Oklahoma,1977,32743.0,2870.0,3.7,-1192151.0
444,Oklahoma,1978,37416.0,2917.0,4.0,-1229187.0
495,Oklahoma,1979,46806.0,2975.0,4.9,-1275570.0
546,Oklahoma,1980,24855.0,3041.0,6.5,-1189138.0
597,Oklahoma,1981,23520.0,3096.0,7.3,-1225440.0
648,Oklahoma,1982,36159.0,3206.0,7.7,-1281916.0
699,Oklahoma,1983,39240.0,3290.0,7.6,-1277706.0
750,Oklahoma,1984,39702.0,3286.0,7.5,-1282805.0
801,Oklahoma,1985,57000.0,3271.0,7.8,-1240798.0
852,Oklahoma,1986,45180.0,3253.0,7.0,-1158002.0
903,Oklahoma,1987,45998.0,3210.0,6.7,-1210839.0
954,Oklahoma,1988,37117.0,3167.0,6.5,-1254194.0
1005,Oklahoma,1989,50344.0,3150.0,6.7,-1274726.0
1056,Oklahoma,1990,49914.0,3149.0,7.4,-1332739.0
1107,Oklahoma,1991,41216.0,3175.0,7.3,-1274577.0
1158,Oklahoma,1992,53293.0,3221.0,7.2,-1276884.0
1209,Oklahoma,1993,67957.0,3252.0,7.3,-1320977.0
